x,y,yaw
1.647062746797742960e+01,5.270687725376375532e+00,-2.934296177474273182e-01
1.680075742662236848e+01,5.205331231785765844e+00,-8.093536017657981807e-02
1.711844436608907927e+01,5.216001293366637093e+00,1.551551976879856631e-01
1.742368828637756906e+01,5.302697910118988389e+00,3.919904758407457002e-01
1.771648918748783075e+01,5.465421082042820622e+00,6.125990831365528688e-01
1.799252965346994060e+01,5.706529631527162749e+00,8.007534945094660905e-01
1.825403225361090520e+01,6.025158828974888081e+00,9.484464659005651388e-01
1.850099698791071390e+01,6.421308674385996618e+00,1.006065389313572700e+00
1.876778285467375440e+01,6.835700533056162875e+00,9.731747905947717436e-01
1.905915306950524268e+01,7.241052045272062365e+00,9.315265929743417050e-01
1.935723228044695077e+01,7.628871285886132725e+00,9.787455877881324762e-01
1.957634349489721259e+01,8.003865047868060856e+00,1.121790642657990889e+00
1.971648671285602461e+01,8.366033331217847646e+00,1.299511980473357475e+00
1.977766193432338326e+01,8.715376135935489543e+00,1.504269830623738757e+00
1.976418657524921940e+01,9.049534639631961142e+00,1.728602583133396209e+00
1.967383806634652998e+01,9.369373571904386466e+00,1.845295611034810657e+00
1.958634037538481465e+01,9.681046788748291831e+00,1.845442921640453982e+00
1.951097763609545410e+01,9.947535087908928375e+00,1.871242832844837611e+00
1.944601575052274001e+01,1.014014541889039478e+01,1.940239730902961313e+00
1.938700878107542636e+01,1.027458403714545199e+01,2.025785578301117162e+00
1.932290191947619462e+01,1.039294668864446081e+01,2.121378611875885944e+00
1.925145373129506154e+01,1.049631786495315033e+01,2.237234038932141900e+00
1.917266421653202357e+01,1.058469756607152235e+01,2.367397924905336737e+00
1.908653337518708426e+01,1.065808579199957862e+01,2.472268001558109329e+00
1.899664455532730756e+01,1.072403391476040113e+01,2.686903698104742055e+00
1.883025032240161778e+01,1.077123603389431317e+01,-1.242698565941333655e-01
1.860303867042448900e+01,1.076490089948963913e+01,-3.085237098599731276e+00
1.830705400884800582e+01,1.073973025646767354e+01,-3.046742647110137092e+00
1.793308319763751868e+01,1.070036988900011110e+01,-2.951496063296804806e+00
1.757785803767200150e+01,1.060001725814691298e+01,-2.777747926391906930e+00
1.724361996338144820e+01,1.043758787234234831e+01,-2.659917303232624874e+00
1.691873542882843040e+01,1.025543808995738182e+01,-2.559930220815540114e+00
1.662828855692170293e+01,1.003356743277377028e+01,-2.362970607675481283e+00
1.639143902093547567e+01,9.732071186340377267e+00,-2.157236181829083499e+00
1.618453785142440182e+01,9.359556746774201130e+00,-2.107138922264299996e+00
1.595854520966529577e+01,9.003610824740199803e+00,-2.143088736970675257e+00
1.574119435878032647e+01,8.671060210299764037e+00,-2.077909556452364193e+00
1.561096993218722595e+01,8.391063256374600599e+00,-1.882569983157647897e+00
1.556696530487482022e+01,8.160029220162424934e+00,-1.589524905040394787e+00
1.560009176344974868e+01,7.941961706464559789e+00,-1.266573382702413042e+00
1.572198285384944860e+01,7.694504356910040421e+00,-1.029118083046461241e+00
1.590755445316515448e+01,7.437657649717110964e+00,-8.811294276962048366e-01
1.613013655668642699e+01,7.200481810053966036e+00,-7.771389783474735857e-01
1.638930791585775992e+01,6.965186944177860440e+00,-6.995189376508732515e-01
1.670913624165648415e+01,6.715996793590253588e+00,-6.562843852760223973e-01
1.706722005428215283e+01,6.443395982745343531e+00,-7.201301775024721019e-01
1.739428786035168528e+01,6.113580374549719032e+00,-8.507026809306810211e-01
1.769124628487626438e+01,5.730140711805660203e+00,-9.399939256375269281e-01
1.796718404124924007e+01,5.329073389711845188e+00,-9.801375040598750976e-01
1.823405331026590659e+01,4.920573336837280820e+00,-9.912228660782567147e-01
1.850146025605976163e+01,4.512834384821597489e+00,-9.842147261290830063e-01
1.877333186199996362e+01,4.109149650924647901e+00,-9.490131497829514817e-01
1.906676181286895044e+01,3.723853677236332427e+00,-8.906609713708940612e-01
1.938175010866671855e+01,3.356946463756651955e+00,-8.321312380975909306e-01
1.971829674939327148e+01,3.008428010485605153e+00,-7.738222267164064361e-01
2.007640173504861281e+01,2.678298317423192465e+00,-7.161233376892328639e-01
2.045606506563273541e+01,2.366557384569413891e+00,-6.593999444976128554e-01
2.085728674114563574e+01,2.073205211924270319e+00,-6.190427943898112462e-01
2.126811458079203732e+01,1.788046870918755582e+00,-6.067597444604700963e-01
2.167894242043843533e+01,1.502888529913240845e+00,-6.067597444604732049e-01
2.208977026008482980e+01,1.217730188907727218e+00,-6.067597444604765355e-01
2.250059809973122071e+01,9.325718479022133689e-01,-6.067597444604745371e-01
2.291142593937761873e+01,6.474135068966997419e-01,-6.067597444604752033e-01
2.332225377902400965e+01,3.622551658911851158e-01,-6.067597444604719836e-01
2.373308161867041477e+01,7.709682488567051739e-02,-6.067597444604719836e-01
2.414390945831680568e+01,-2.080615161198440533e-01,-6.067597444604759804e-01
2.455473729796320370e+01,-4.932198571253586517e-01,-6.067597444604719836e-01
2.496556513760960172e+01,-7.783781981308732778e-01,-6.067597444604718726e-01
2.537639297725599974e+01,-1.063536539136387793e+00,-6.067597444604737600e-01
2.578722081690239420e+01,-1.348694880141902308e+00,-6.067597444604737600e-01
2.619804865654879222e+01,-1.633853221147416823e+00,-5.590913749576051917e-01
2.661486256388908345e+01,-1.867781041655098395e+00,-4.471559485825381541e-01
2.702433443177338290e+01,-2.032702534800785443e+00,-3.004871770423054311e-01
2.741996753607568138e+01,-2.120378788641652523e+00,-1.226998486646614095e-01
2.780176187679596822e+01,-2.130809803177700967e+00,7.615546716119836468e-02
2.816971745393425763e+01,-2.063995578408930331e+00,2.829956652681299145e-01
2.852383426749053541e+01,-1.919936114335339505e+00,4.814987266687692502e-01
2.886411231746481221e+01,-1.698631410956929155e+00,6.587176602831819050e-01
2.919055160385708447e+01,-1.400081468273699725e+00,8.118069260332447801e-01
2.950074355934099302e+01,-1.022699097629249598e+00,9.312195983302651303e-01
2.976918169093650945e+01,-6.227895225481412389e-01,9.748022077876896674e-01
3.003212215585590172e+01,-2.391270341956495404e-01,1.002362110405369489e+00
3.026594907822609670e+01,1.544751803585878158e-01,1.095776685704913156e+00
3.043533848148415899e+01,5.399892882621815104e-01,1.243254688896094917e+00
3.052639373946443868e+01,9.103230513782409883e-01,1.417714669325109700e+00
3.054756492777514509e+01,1.235213040571592202e+00,1.613363093052995190e+00
3.051287040994120758e+01,1.464453343990258949e+00,1.787168579059675855e+00
3.047025379773970499e+01,1.611252753321398057e+00,2.156588442352045831e+00
3.039567681415537592e+01,1.671776550595015287e+00,-2.323264546919774354e-01
3.027786007249889622e+01,1.645789210286004334e+00,-2.802291268033147098e+00
3.009387552270787936e+01,1.554289216695481146e+00,-2.552839811633648814e+00
2.987383576478142189e+01,1.362850844950257434e+00,-2.337888956846961186e+00
2.965306477528245921e+01,1.089501927902722933e+00,-2.179331569586883788e+00
2.944545918037663768e+01,7.413347036897677267e-01,-2.078066364527198395e+00
2.924256890445575507e+01,3.486126014465648071e-01,-2.059957093215724733e+00
2.903037558399486784e+01,-3.845846697490837296e-02,-2.169243662188605981e+00
2.875324982388306339e+01,-3.705403046624570762e-01,-2.230843136011725569e+00
2.852000356821927340e+01,-6.940579496448464614e-01,-2.157090736494902572e+00
2.834644349423362542e+01,-9.784625413306827779e-01,-2.189022420301336869e+00
2.819348648963220683e+01,-1.164347502156126035e+00,-2.408739326880999787e+00
2.806113255441500698e+01,-1.251712832121173680e+00,2.419751314105875739e-01
2.794938168858202232e+01,-1.240558531225828487e+00,2.653155687963518083e+00
2.785823389213326351e+01,-1.130884599470086904e+00,2.080849845353270666e+00
2.778768916506871989e+01,-9.226910368539527063e-01,1.814852384085756221e+00
2.773774750738839501e+01,-6.159778433774223405e-01,1.683053157512431453e+00
2.771609470242614037e+01,-2.732920076398508424e-01,1.690043718460790600e+00
2.764036565042463067e+01,1.540390377011232603e-01,1.774316221081274403e+00
2.752555348612919417e+01,6.407766606059385195e-01,1.802443030016120940e+00
2.741074132183375767e+01,1.127514283510756776e+00,1.802443030016127157e+00
2.729592915753831406e+01,1.614251906415574922e+00,1.802443030016127157e+00
2.718111699324287756e+01,2.100989529320393068e+00,1.802443030016123826e+00
2.706630482894743750e+01,2.587727152225211213e+00,1.804818746565359788e+00
2.694939167896144028e+01,3.073040333043094208e+00,1.845296101454317661e+00
2.679971795099678644e+01,3.536142250702575041e+00,1.923264000847805022e+00
2.661728364505349020e+01,3.977032905203655488e+00,2.004349709922742306e+00
2.640208876113153735e+01,4.395712296546333775e+00,2.087630087635918841e+00
2.615413329923093855e+01,4.792180424730611676e+00,2.172014225905745555e+00
2.587341725935169023e+01,5.166437289756488305e+00,2.256321855662675180e+00
2.555994064149379597e+01,5.518482891623960995e+00,2.339379011138048803e+00
2.521370344565725219e+01,5.848317230333035077e+00,2.420112447285016621e+00
2.483470567184205180e+01,6.155940305883706110e+00,2.495257588829035811e+00
2.442504830573876973e+01,6.442776560362913685e+00,2.530742028522356968e+00
2.401539093963548765e+01,6.729612814842121260e+00,2.532465864424624957e+00
2.360480041773643123e+01,7.014997939272641148e+00,2.538563888051365680e+00
2.319184302445942691e+01,7.296702394094223720e+00,2.547314344948207854e+00
2.277651875980447116e+01,7.574726179306868090e+00,2.556068295345779617e+00
2.235882762377157107e+01,7.849069294910574257e+00,2.564824399156240720e+00
2.193876961636072309e+01,8.119731740905343997e+00,2.573581314312198387e+00
2.151634473757193078e+01,8.386713517291175535e+00,2.582337698000036763e+00
2.109155298740518703e+01,8.650014624068068869e+00,2.591092207894966748e+00
2.066439436586049894e+01,8.909635061236024001e+00,2.599843503394962063e+00
2.023486887293786296e+01,9.165574828795040929e+00,2.606866882845340960e+00
1.980390966443304990e+01,9.419285056793810895e+00,2.609515585573509266e+00
1.937295045592824749e+01,9.672995284792580861e+00,2.609515585573505714e+00
1.894199124742344154e+01,9.926705512791350827e+00,2.609515585573507490e+00
1.851103203891863558e+01,1.018041574079012079e+01,2.609515585573507490e+00
1.808007283041382962e+01,1.043412596878889076e+01,2.609515585573510599e+00
1.764911362190902011e+01,1.068783619678765895e+01,2.606792739046424057e+00
1.722174819790309286e+01,1.094257473365038713e+01,2.638898515712314818e+00
1.682289835781470444e+01,1.114410699924336079e+01,2.746550715782038132e+00
1.644009961578769818e+01,1.127190558402409692e+01,2.907301967323394187e+00
1.607335197182207764e+01,1.132597048799259376e+01,-4.516840858307014095e-02
1.572265542591784282e+01,1.130630171114885840e+01,-2.976978635644267790e+00
1.539202407560985719e+01,1.121365606530203429e+01,-2.780515875559668615e+00
1.512055820141478613e+01,1.108287389888701036e+01,-2.690370343130027209e+00
1.484792041226465820e+01,1.094999833428538771e+01,-2.657964730411516818e+00
1.457809956777116511e+01,1.079773588020544395e+01,-2.560149222364700883e+00
1.436740198448749339e+01,1.063785371921788148e+01,-2.561590477403003607e+00
1.420796791307019369e+01,1.054848850097743629e+01,2.466687664850295558e-01
1.411226183937541734e+01,1.055016763502659138e+01,2.513474269325373545e+00
1.408028376340316612e+01,1.064289112136534854e+01,1.651306066430966446e+00
1.411203368515344003e+01,1.082665895999370598e+01,1.313959825685798499e+00
1.420773610141128707e+01,1.109499326755495296e+01,1.202892115400766793e+00
1.433118627467772122e+01,1.139259113113675959e+01,1.175949737156634534e+00
1.445821471269824698e+01,1.169601941757961860e+01,1.187611809751998315e+00
1.458483255586117977e+01,1.202257161817525066e+01,1.288677907478725349e+00
1.465113970311444902e+01,1.235945224148899513e+01,1.490731501130469816e+00
1.464007410438284751e+01,1.268275921799983053e+01,1.726967710683118273e+00
1.455163575966637524e+01,1.299249254770775508e+01,1.965056135863811448e+00
1.438582466896503220e+01,1.328865223061277057e+01,2.181289259569060057e+00
1.414264083227881486e+01,1.357123826671487521e+01,2.360447711776752833e+00
1.381784565528781172e+01,1.384597172756162919e+01,2.484503374452837310e+00
1.340854359497435055e+01,1.413331517763047707e+01,2.529503731398967670e+00
1.299924153466089471e+01,1.442065862769932494e+01,2.529503731398967670e+00
1.258993947434743355e+01,1.470800207776817281e+01,2.500402617910994607e+00
1.221698480250647023e+01,1.500365375520628675e+01,2.404074380229895169e+00
1.191659942742269962e+01,1.531589320532421539e+01,2.256051201575163034e+00
1.169000922633455453e+01,1.564395074286245269e+01,2.078907627652311962e+00
1.154081619201910236e+01,1.598556480307499683e+01,1.876406699104604225e+00
1.146902032447635023e+01,1.634073538596184960e+01,1.662929938994498258e+00
1.147462162370629279e+01,1.670946249152300922e+01,1.456304344971260933e+00
1.155762008970893362e+01,1.709174611975847569e+01,1.288182254373291702e+00
1.170475941016946031e+01,1.749304867670704766e+01,1.189204202428910229e+00
1.188626718430462681e+01,1.790867050720387610e+01,1.193728517037178083e+00
1.203145902876085493e+01,1.831602884439803702e+01,1.307700976172795571e+00
1.210411303525345339e+01,1.870684414297898002e+01,1.480373063387753207e+00
1.210300332654398048e+01,1.908188608820621113e+01,1.679150142711477667e+00
1.202452790985537590e+01,1.944341624482573394e+01,1.817855172252903495e+00
1.193767298894623075e+01,1.974504419882590511e+01,1.865157925724595156e+00
1.186565202603545721e+01,1.997115984174580561e+01,1.906424345438443968e+00
1.180846502112305529e+01,2.012176317358543542e+01,1.950161489823794225e+00
1.177936828652383028e+01,2.019139178830599946e+01,8.697784524567968578e-01
1.180813422302103533e+01,2.018474534107233609e+01,-4.493105345247410121e-01
1.191125837733364179e+01,2.010278378683213418e+01,-7.333751921642412963e-01
1.207531056337557196e+01,1.993548454522501245e+01,-8.192182309557090036e-01
1.230029078114682584e+01,1.968284761625096380e+01,-8.153059109744373867e-01
1.260070687651967702e+01,1.938124284253976626e+01,-7.890363578870928096e-01
1.291080010915481679e+01,1.906784387863332952e+01,-8.756461390394874034e-01
1.312161470137839636e+01,1.876634540047841071e+01,-1.080229468523782765e+00
1.323542058495830354e+01,1.847373488034083877e+01,-1.328535762605088877e+00
1.327056647169029091e+01,1.816566092407169819e+01,-1.581621637160946836e+00
1.322659190738097834e+01,1.784249148184515832e+01,-1.803802365003012831e+00
1.311637159674041442e+01,1.752151007613645106e+01,-1.979085427469517988e+00
1.295333572585467508e+01,1.721273928730595770e+01,-2.128287463596757245e+00
1.273748429472376031e+01,1.691617911535367114e+01,-2.247036985220533190e+00
1.245430945747539475e+01,1.659545971764982752e+01,-2.338247443048317109e+00
1.210058375069029424e+01,1.625979785366415342e+01,-2.354843381476571018e+00
1.176204948982339360e+01,1.590110895591080720e+01,-2.304126643405896679e+00
1.143643674310680325e+01,1.552240555212396700e+01,-2.287904296724321718e+00
1.110539679874477947e+01,1.514803903645254479e+01,-2.301199651122765921e+00
1.076939011093068999e+01,1.477764145872236945e+01,-2.307548467835647266e+00
1.043338342311660405e+01,1.440724388099219233e+01,-2.307548467835647266e+00
1.009737673530251634e+01,1.403684630326201876e+01,-2.307548467835649042e+00
9.761370047488428625e+00,1.366644872553184165e+01,-2.307548467835646377e+00
9.425363359674342689e+00,1.329605114780166630e+01,-2.307548467835646377e+00
9.089356671860254977e+00,1.292565357007148918e+01,-2.322050091960898399e+00
8.744811090344349225e+00,1.256729930972322862e+01,-2.335570532073037775e+00
8.402003520100787881e+00,1.220934941880245361e+01,-2.327112514932408338e+00
8.065024056196168800e+00,1.184678402867871050e+01,-2.312141098198432942e+00
7.733872698630493758e+00,1.147960313935200105e+01,-2.297137495417922448e+00
7.408549447403758315e+00,1.110780675082231994e+01,-2.282108375219142005e+00
7.089054302515965134e+00,1.073139486308967072e+01,-2.267060474978492834e+00
6.775387263967114215e+00,1.035036747615405339e+01,-2.252000582893126879e+00
6.467548331757204672e+00,9.964724590015467953e+00,-2.291935072259518869e+00
6.144256054334294781e+00,9.630387817813069518e+00,-2.386018567416983593e+00
5.818477887467691012e+00,9.350962335382515533e+00,-2.510720513306296198e+00
5.482410478208414872e+00,9.143626702410253770e+00,-2.687305959780909248e+00
5.131963731489866731e+00,9.013400787526743230e+00,-2.891410835017200309e+00
4.767137647312047477e+00,8.960284590731978582e+00,6.064547863038649567e-02
4.460949035339047519e+00,8.967415910145790647e+00,2.994646904694496126e+00
4.241246909024933842e+00,9.028363409077535096e+00,2.650727225072983639e+00
4.108031268369710887e+00,9.143127087527208374e+00,2.135833546575528263e+00
4.061302113373375988e+00,9.311706945494815812e+00,1.530280737164618321e+00
4.122340895587873533e+00,9.478181369841195192e+00,9.773961776430368786e-01
4.286719052945716868e+00,9.626901867348781394e+00,5.885716453823153227e-01
