x,y,yaw
4.551963033421717597e+00,9.752328826285550534e+00,3.568824769149427922e-01
4.918072837015881049e+00,9.854462246651500834e+00,2.196531743276707860e-01
5.385048463728202783e+00,9.933302128446634072e+00,1.440784347851374603e-01
5.877350032763649423e+00,9.993114717905040578e+00,8.116660864664305974e-02
6.359847332077521287e+00,1.001311600379202638e+01,-1.509071385445773239e-03
6.831905804970100249e+00,9.992120074547965913e+00,-8.696599870677282351e-02
7.294929613205649588e+00,9.931828618056449898e+00,-1.727117562575166687e-01
7.748918756784169304e+00,9.832241634317476553e+00,-2.592425238357471406e-01
8.193873235705655844e+00,9.693359123331049432e+00,-3.452819280058384011e-01
8.629793049970114538e+00,9.515181085097163205e+00,-4.295958502172170235e-01
9.056678199577541832e+00,9.297707519615826754e+00,-5.110931629644386298e-01
9.474528684527941280e+00,9.040938426887029422e+00,-5.772054169506737331e-01
9.885867575952255848e+00,8.757469762556864268e+00,-6.049051999494535758e-01
1.029660149563154370e+01,8.472587832742489056e+00,-6.066367018979064163e-01
1.070733357897472793e+01,8.187434453262078193e+00,-6.046981469404512088e-01
1.111916060815349461e+01,7.904152843681897522e+00,-6.043998144802629202e-01
1.152988415787616283e+01,7.619368421754727727e+00,-6.087347509845398852e-01
1.193917359123053146e+01,7.332573356010379406e+00,-6.350433817610656728e-01
1.232466778367588489e+01,7.034079777897797925e+00,-5.985253774124434933e-01
1.269598789871446876e+01,6.812422486071672445e+00,-5.785399992971655969e-01
1.297114842459846429e+01,6.616435080691074333e+00,-7.006356661244242945e-01
1.314545274258331631e+01,6.443186445422625752e+00,-9.433238050358088156e-01
1.322027542947859224e+01,6.294605622074492146e+00,-1.435671593731369988e+00
1.319564790657508624e+01,6.170736706388131765e+00,-2.112793471011665147e+00
1.306906922993685072e+01,6.067734790913687171e+00,-2.632621576695257204e+00
1.284273782485556659e+01,5.988974457898377679e+00,-2.891998435189808259e+00
1.251698432824343321e+01,5.934963538812391803e+00,-3.035161518777845124e+00
1.211416986464116619e+01,5.915389902206785955e+00,-3.042624286860655225e+00
1.162467327054652522e+01,5.841718749426870083e+00,-2.990010842467770935e+00
1.113048005770731841e+01,5.765116480313570158e+00,-2.987811766873609720e+00
1.063628684486811338e+01,5.688514211200271120e+00,-2.987811766873609720e+00
1.014209363202890657e+01,5.611911942086971194e+00,-2.987811766873608832e+00
9.647900419189701537e+00,5.535309672973671269e+00,-2.987811766873609276e+00
9.153707206350496506e+00,5.458707403860372231e+00,-2.987811766873609276e+00
8.659513993511291474e+00,5.382105134747072306e+00,-2.987811766873609276e+00
8.165320780672086443e+00,5.305502865633773268e+00,-2.987811766873609720e+00
7.671127567832883187e+00,5.228900596520474231e+00,-2.987811766873609276e+00
7.176934354993677267e+00,5.152298327407174305e+00,-2.987811766873609720e+00
6.682741142154471348e+00,5.075696058293875268e+00,-2.987811766873609720e+00
6.188547929315266316e+00,4.999093789180575342e+00,-2.987811766873608832e+00
5.694354716476059508e+00,4.922491520067275417e+00,-2.987811766873610164e+00
5.200161503636852700e+00,4.845889250953976379e+00,-2.987811766873610608e+00
4.705968290797647668e+00,4.769286981840677342e+00,-2.990496178284714368e+00
4.212405307411691169e+00,4.695493689755377176e+00,-3.032237536528687549e+00
3.727741915827442742e+00,4.661366504673864597e+00,2.932826426085788363e-02
3.251978116044901057e+00,4.666905426596134276e+00,3.087508820707401291e+00
2.785113908064065669e+00,4.712110455522191543e+00,3.064220282855434796e+00
2.347246526426153945e+00,4.737631373089210562e+00,-6.750659854027230011e-03
1.945402016307613335e+00,4.719649945222911924e+00,-3.050003296821024001e+00
1.564102554349189766e+00,4.666514723935958564e+00,-2.951799232923912442e+00
1.206428955579510465e+00,4.578559223248406695e+00,-2.813116660385143852e+00
9.465790217122764805e-01,4.463815735556559083e+00,-2.570776013141275129e+00
7.839225232942322874e-01,4.319475283832418633e+00,-2.161531986267698713e+00
7.101900979769268929e-01,4.108680738100195740e+00,-1.784517103162116758e+00
6.843896545083814065e-01,3.825816591856661120e+00,-1.632441007981263681e+00
6.727612116917233154e-01,3.466258065341370376e+00,-1.610231071669604663e+00
6.552075349857385822e-01,3.089355376917150675e+00,-1.623573147631201419e+00
6.330686298056291683e-01,2.714642876413762451e+00,-1.608268065967528804e+00
6.269590528317587896e-01,2.331141718025612430e+00,-1.485075148609537043e+00
6.973984086520315095e-01,1.959618426479428299e+00,-1.376540557647662144e+00
7.718969304930810571e-01,1.594244417444196316e+00,-1.372224738020088042e+00
8.435980731783161435e-01,1.233125772187586566e+00,-1.370281379338471606e+00
9.179616817915882132e-01,8.755192695874841613e-01,-1.305011812087815581e+00
1.035979847584870495e+00,5.270404161471248239e-01,-1.143291995528556537e+00
1.231412551755040719e+00,1.923139916269474559e-01,-9.517185401501916386e-01
1.505417534707119920e+00,-1.266713200843918030e-01,-7.826351839704754898e-01
1.851412844482325015e+00,-4.205705508246724289e-01,-6.560008473128875472e-01
2.250367814061011273e+00,-6.981257038328261277e-01,-6.080650680994336144e-01
2.649609751107877997e+00,-9.761497613452299049e-01,-6.113785386058806504e-01
3.047430620682590074e+00,-1.256846431427173005e+00,-6.109988634810412655e-01
3.451143507189780912e+00,-1.537528984798493648e+00,-5.977403925889608338e-01
3.859669103092147946e+00,-1.809847107323344417e+00,-5.865666880369400094e-01
4.268818482400142500e+00,-2.080951568391984363e+00,-5.955155765881109398e-01
4.670787650110845846e+00,-2.359416948190030450e+00,-6.091300281281495366e-01
5.070990979130360010e+00,-2.640567273239059265e+00,-6.203713685814946643e-01
5.468051313661264068e+00,-2.929054458623167712e+00,-6.186900450441874533e-01
5.875862587402092885e+00,-3.213506207310493856e+00,-6.003516529887352737e-01
6.287649588638078768e+00,-3.490206601651288931e+00,-5.858538292382819979e-01
6.702129396798509831e+00,-3.761793915715097469e+00,-5.955213966380750179e-01
7.097983462875443017e+00,-4.039045587157153783e+00,-6.210150963117583300e-01
7.488967775070508814e+00,-4.324743354284644070e+00,-6.325374530008261997e-01
7.879271259373261671e+00,-4.611736447707312614e+00,-6.236557643983904331e-01
8.276697910786616319e+00,-4.891450287239540451e+00,-6.034920099232710111e-01
8.679025742525068310e+00,-5.162994783633967799e+00,-6.008720637441594681e-01
9.073019087368081159e+00,-5.437216405888687376e+00,-6.097384038547613017e-01
9.465489586902981145e+00,-5.712361528997880633e+00,-6.192760537677965971e-01
9.854095799290314872e+00,-5.993986812131886666e+00,-6.234575595457803043e-01
1.022257460132360940e+01,-6.256935691827844259e+00,-6.130194446780574680e-01
1.060042930821662388e+01,-6.518915857788569745e+00,-6.045034035129868144e-01
1.097918100317492573e+01,-6.779575569059415940e+00,-5.938028919222579916e-01
1.136208016737040793e+01,-7.033095229401623349e+00,-5.963077431832374264e-01
1.173638034348608095e+01,-7.293464206119549154e+00,-6.173132469007351908e-01
1.210631606680256489e+01,-7.561408678860414234e+00,-6.189673002845270666e-01
1.248471606170494219e+01,-7.826491347459734627e+00,-6.090800392328123980e-01
1.286476868660589368e+01,-8.090465836923330656e+00,-6.083581956617959419e-01
1.324466286777840374e+01,-8.355778462241010729e+00,-6.194138763918739521e-01
1.364194464899966341e+01,-8.644947512806098189e+00,-6.179512646702356449e-01
1.404924239161756105e+01,-8.927629448334334583e+00,-5.901246607271610767e-01
1.446349690194091764e+01,-9.195223045886240953e+00,-5.276837292919213107e-01
1.486451757131510476e+01,-9.404934749419371798e+00,-4.928259828060191916e-01
1.522680491029515082e+01,-9.604652732076500499e+00,-5.538084439546635540e-01
1.554187403316309180e+01,-9.821965101141239884e+00,-5.971798381496431496e-01
1.585932447064580053e+01,-1.003477348546403469e+01,-5.826473994012898450e-01
1.617960131866847462e+01,-1.024220678037472965e+01,-5.739416676934760986e-01
1.650022318596374760e+01,-1.044914251378104098e+01,-5.869033420514049304e-01
1.681194581102889174e+01,-1.066270466795667105e+01,-5.756059756453925091e-01
1.712873119275081635e+01,-1.085716898451150314e+01,-6.006941159022223253e-01
1.742172052490418821e+01,-1.108028668671098060e+01,-7.085833725037820052e-01
1.772258501899547412e+01,-1.136989211887421192e+01,-7.341796619697353865e-01
1.807000428307756934e+01,-1.166372510721968325e+01,-6.460279300267395275e-01
1.846497675696519636e+01,-1.192819777024043759e+01,-6.021009172122462338e-01
1.885357779860608929e+01,-1.220221910164673318e+01,-6.225517000779530186e-01
1.919863011299473143e+01,-1.245429397245218972e+01,-6.260211757224732887e-01
1.945596709868544139e+01,-1.263844141227736095e+01,-5.844010562390664631e-01
1.963483301718095575e+01,-1.274753743884853741e+01,-5.900939405079738131e-01
1.971999620281261656e+01,-1.280995753402988413e+01,1.465347378157865199e-01
1.973371704654318393e+01,-1.279172879315662037e+01,1.592307693704205773e+00
1.966126446434892827e+01,-1.270363002419084708e+01,2.309948168820627146e+00
1.950220479493891190e+01,-1.254604386046694842e+01,2.393732992622123135e+00
1.925543982241014263e+01,-1.233179864317548180e+01,2.425688917421530366e+00
1.892529465808800992e+01,-1.204408374975574958e+01,2.424420110388947336e+00
1.854850150105284001e+01,-1.171526541386427844e+01,2.424080432572558674e+00
1.817170834401767365e+01,-1.138644707797280908e+01,2.424080432572559118e+00
1.779491518698250729e+01,-1.105762874208134150e+01,2.424080432572560007e+00
1.741812202994733738e+01,-1.072881040618987036e+01,2.424080432572561339e+00
1.704132887291217102e+01,-1.039999207029840456e+01,2.424080432572563559e+00
1.666453571587699756e+01,-1.007117373440693342e+01,2.424080432572563559e+00
1.628774255884183120e+01,-9.742355398515467613e+00,2.424080432572562671e+00
1.591094940180665951e+01,-9.413537062623996476e+00,2.424080432572559562e+00
1.553415624477149137e+01,-9.084718726732525340e+00,2.424080432572558230e+00
1.515736308773632146e+01,-8.755900390841054204e+00,2.424080432572562227e+00
1.478056993070115155e+01,-8.427082054949586620e+00,2.424080432572562227e+00
1.440377677366598164e+01,-8.098263719058115484e+00,2.424080432572561339e+00
1.402698361663080995e+01,-7.769445383166645236e+00,2.424080432572564003e+00
1.365019045959563826e+01,-7.440627047275175876e+00,2.424080432572561339e+00
1.327339730256047368e+01,-7.111808711383708292e+00,2.424080432572560451e+00
1.289660414552530021e+01,-6.782990375492236268e+00,2.424080432572561783e+00
1.251981098849013385e+01,-6.454172039600768684e+00,2.424080432572560895e+00
1.214301783145496572e+01,-6.125353703709300213e+00,2.424080432572561783e+00
1.176622467441979403e+01,-5.796535367817829076e+00,2.424080432572560895e+00
1.138943151738462234e+01,-5.467717031926357052e+00,2.424080432572561783e+00
1.101263836034945420e+01,-5.138898696034889468e+00,2.424080432572560895e+00
1.063584520331428784e+01,-4.810080360143420997e+00,2.424080432572560007e+00
1.025905204627911615e+01,-4.481262024251948972e+00,2.424080432572560451e+00
9.882258889243944466e+00,-4.152443688360476948e+00,2.424080432572560451e+00
9.505465732208778107e+00,-3.823625352469009364e+00,2.424080432572560451e+00
9.128672575173611747e+00,-3.494807016577541781e+00,2.424080432572561783e+00
8.751879418138438282e+00,-3.165988680686069756e+00,2.424080432572561783e+00
8.375086261103271923e+00,-2.837170344794602173e+00,2.424080432572560895e+00
7.998293104068104675e+00,-2.508352008903134145e+00,2.424080432572560895e+00
7.621499947032937428e+00,-2.179533673011666561e+00,2.424080432572562671e+00
7.244706789997763074e+00,-1.850715337120194315e+00,2.424080432572562671e+00
6.867913632962595827e+00,-1.521897001228726509e+00,2.424080432572560895e+00
6.491120475927429467e+00,-1.193078665337258926e+00,2.424080432572560895e+00
6.114327318892256891e+00,-8.642603294457869012e-01,2.424080432572561339e+00
5.737534161857085202e+00,-5.354419935543150988e-01,2.424080432572560895e+00
5.360741004821917954e+00,-2.066236576628472932e-01,2.424080432572561339e+00
4.983947847786750707e+00,1.221946782286204847e-01,2.424080432572560895e+00
4.607154690751579018e+00,4.510130141200923704e-01,2.424080432572560895e+00
4.230361533716407330e+00,7.798313500115643393e-01,2.424080432572561783e+00
3.853568376681238750e+00,1.108649685903032145e+00,2.424080432572561783e+00
3.476775219646071502e+00,1.437468021794500173e+00,2.429251081352062691e+00
3.100431259482239632e+00,1.759099630040627193e+00,2.386107799411173680e+00
2.790741962443437529e+00,2.080400855416382644e+00,2.264351103031354562e+00
2.554998853745608756e+00,2.410537156344189302e+00,2.154781294145952764e+00
2.358391720654869683e+00,2.732758465864294717e+00,2.159217520231447196e+00
2.148179095732782873e+00,3.021686510137833181e+00,2.244856041404132974e+00
1.924360978979351877e+00,3.277321289164800699e+00,2.339458968367326364e+00
1.686937370394572477e+00,3.499662802945201268e+00,2.442550815116423912e+00
1.435908269978439122e+00,3.688711051479034886e+00,2.552868874533188670e+00
1.171273677730956919e+00,3.844466034766301110e+00,2.657893422877177336e+00
8.925843967807910451e-01,3.974114480452342946e+00,2.792322128782600554e+00
5.336349608742521067e-01,4.070800043762183407e+00,2.949243602517473750e+00
8.713384479538538452e-02,4.125357266273407042e+00,3.051609832618991547e+00
-4.121087387219194431e-01,4.154536214945764527e+00,3.083212634316713885e+00
-9.113513222392243263e-01,4.183715163618122013e+00,3.098219793070586370e+00
-1.403302077309387830e+00,4.197673435889782034e+00,-7.303644968546629812e-03
-1.881586329225289234e+00,4.191092588937667784e+00,-1.620124559105762252e-02
-2.350195604877872047e+00,4.212739393658238463e+00,3.096252637389920626e+00
-2.763333482361867155e+00,4.231144092970770210e+00,3.098149218891493195e+00
-3.120999961677273671e+00,4.246306686875262137e+00,3.100695836234431013e+00
-3.423195042824092482e+00,4.258227175371713358e+00,3.104299702282035334e+00
-3.669918725802317372e+00,4.266905558460125647e+00,3.106432645677790649e+00
